"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,60.6,60.6,39.4,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Aeugst am Albis hat mit 60,6 Prozent Ja gesagt zur Änderung des Covid-19-Gesetzes.","La population d'Aeugst am Albis approuve à 60,6 pour cent la nouvelle modification de la loi Covid-19.","Nel comune di Aeugst am Albis la legge COVID-19 è stata accettata con il 60,6 percento dei voti."
2,65.6,65.6,34.4,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","65,6 Prozent der Stimmbürgerinnen und Stimmbürger von Affoltern am Albis haben Ja gesagt zur Änderung des Covid-19-Gesetzes.","Les citoyens d'Affoltern am Albis acceptent avec 65,6 pour cent de oui la nouvelle modification de la loi Covid-19.","Con il 65,6 percento di ""sì"", i cittadini del comune di Affoltern am Albis hanno accolto la legge COVID-19."
3,67.2,67.2,32.8,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","67,2 Prozent der Stimmbürgerinnen und Stimmbürger von Bonstetten haben Ja gesagt zur Änderung des Covid-19-Gesetzes.","Les citoyens de Bonstetten acceptent avec 67,2 pour cent de oui la nouvelle modification de la loi Covid-19.","Con il 67,2 percento di ""sì"", i cittadini del comune di Bonstetten hanno accolto la legge COVID-19."
4,58.1,58.1,41.9,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","58,1 Prozent der Stimmbürgerinnen und Stimmbürger von Hausen am Albis haben für die Änderung des Covid-19-Gesetzes gestimmt.","A Hausen am Albis, les citoyens disent oui à  58,1 pour cent à la nouvelle modification de la loi Covid-19.","Nel comune di Hausen am Albis la legge COVID-19 è stata approvata con il 58,1 percento dei voti."
5,67,67,33,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Mit 67 Prozent Ja hat sich Hedingen für die Änderung des Covid-19-Gesetzes ausgesprochen.","Hedingen dit oui à 67 pour cent à la nouvelle modification de la loi Covid-19.","Sì alla legge COVID-19 nel comune di Hedingen: i cittadini hanno approvato il testo con il 67 percento dei voti."
6,48.1,48.1,51.9,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Die Änderung des Covid-19-Gesetzes ist in Kappel am Albis mit 51,9 Prozent abgelehnt worden.","La nouvelle modification de la loi Covid-19 n'a pas convaincu à Kappel am Albis. Les citoyens de la commune ont refusé le texte à 51,9 pour cent.","Da Kappel am Albis è arrivato un ""no"" alle urne per la legge COVID-19. I cittadini hanno bocciato il testo con il 51,9 percento dei voti."
7,59.5,59.5,40.5,"Knonau ZH","Knonau (ZH)","Knonau ZH","Mit 59,5 Prozent Ja hat sich Knonau für die Änderung des Covid-19-Gesetzes ausgesprochen.","Knonau dit oui à 59,5 pour cent à la nouvelle modification de la loi Covid-19.","Sì alla legge COVID-19 nel comune di Knonau: i cittadini hanno approvato il testo con il 59,5 percento dei voti."
8,53.2,53.2,46.8,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Die Änderung des Covid-19-Gesetzes ist in Maschwanden mit 118 Ja zu 104 Nein angenommen worden. Das entspricht 53,2 Prozent der Stimmen.","La nouvelle modification de loi Covid-19 est approuvée à Maschwanden par 53,2 pour cent des votants.","I cittadini di Maschwanden si sono espressi a favore della legge COVID-19. Il testo è stato approvato con il 53,2 percento dei voti."
9,60.9,60.9,39.1,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","60,9 Prozent der Stimmbürgerinnen und Stimmbürger von Mettmenstetten haben für die Änderung des Covid-19-Gesetzes gestimmt.","A Mettmenstetten, les citoyens disent oui à  60,9 pour cent à la nouvelle modification de la loi Covid-19.","Nel comune di Mettmenstetten la legge COVID-19 è stata approvata con il 60,9 percento dei voti."
10,62.1,62.1,37.9,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","62,1 Prozent der Stimmbürgerinnen und Stimmbürger von Obfelden haben für die Änderung des Covid-19-Gesetzes gestimmt.","A Obfelden, les citoyens disent oui à  62,1 pour cent à la nouvelle modification de la loi Covid-19.","Nel comune di Obfelden la legge COVID-19 è stata approvata con il 62,1 percento dei voti."
