"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,57,57,43,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Die Gemeinde Aeugst am Albis hat das Klimaschutzgesetz mit 57 Prozent Ja-Stimmen angenommen. Im Vergleich zur Abstimmung über das CO2Gesetz vor rund zwei Jahren hat in Aeugst am Albis die Zustimmung noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 53,2 Prozent.","La population d'Aeugst am Albis approuve à 57 pour cent la loi sur le climat. Le soutien à la protection du climat a augmenté à Aeugst am Albis depuis la précédente votation portant sur la loi CO2. Lors de cette votation le 13 juin 2021, il était de 53,2 pour cent.","Nel comune di Aeugst am Albis la legge sul clima è stata accettata con il 57 percento dei voti. Il sostegno alla protezione del clima è aumentato a Aeugst am Albis dalla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 53,2 percento."
2,59.9,59.9,40.1,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","59,9 Prozent der Abstimmenden in der Gemeinde Affoltern am Albis haben Ja gesagt zum Klimaschutzgesetz. Im Vergleich zur Abstimmung über das CO2Gesetz vor rund zwei Jahren hat in Affoltern am Albis die Zustimmung noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 51,2 Prozent.","Les habitants d'Affoltern am Albis acceptent avec 59,9 pour cent de oui la modification de la loi sur le climat. Le soutien à la protection du climat a augmenté à Affoltern am Albis depuis la précédente votation portant sur la loi CO2. Lors de cette votation le 13 juin 2021, il était de 51,2 pour cent.","Con il 59,9 percento di ""sì"", i cittadini del comune di Affoltern am Albis hanno accolto la legge sul clima. Il sostegno alla protezione del clima è aumentato a Affoltern am Albis dalla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 51,2 percento."
3,62.9,62.9,37.1,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","62,9 Prozent der Abstimmenden in der Gemeinde Bonstetten haben Ja gesagt zum Klimaschutzgesetz. Im Vergleich zur Abstimmung über das CO2Gesetz vor rund zwei Jahren hat in Bonstetten die Zustimmung noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 55,1 Prozent.","Les habitants de Bonstetten acceptent avec 62,9 pour cent de oui la modification de la loi sur le climat. Le soutien à la protection du climat a augmenté à Bonstetten depuis la précédente votation portant sur la loi CO2. Lors de cette votation le 13 juin 2021, il était de 55,1 pour cent.","Con il 62,9 percento di ""sì"", i cittadini del comune di Bonstetten hanno accolto la legge sul clima. Il sostegno alla protezione del clima è aumentato a Bonstetten dalla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 55,1 percento."
4,57.9,57.9,42.1,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Die Gemeinde Hausen am Albis hat das Klimaschutzgesetz mit 57,9 Prozent angenommen.","A Hausen am Albis, les habitants disent oui à  57,9 pour cent à la modification de la loi sur le climat.","Nel comune di Hausen am Albis la legge sul clima è stata approvata con il 57,9 percento dei voti."
5,58.2,58.2,41.8,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Ja zum Klimaschutzgesetz in Hedingen: Mit 58,2 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Im Vergleich zur Abstimmung über das CO2Gesetz vor rund zwei Jahren hat in Hedingen die Zustimmung noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 54,6 Prozent.","Hedingen dit oui à 58,2 pour cent à la modification de la loi sur le climat. Le soutien à la protection du climat a augmenté à Hedingen depuis la précédente votation portant sur la loi CO2. Lors de cette votation le 13 juin 2021, il était de 54,6 pour cent.","Sì alla legge sul clima nel comune di Hedingen: i cittadini hanno approvato il testo con il 58,2 percento dei voti. Il sostegno alla protezione del clima è aumentato a Hedingen dalla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 54,6 percento."
6,47.7,47.7,52.3,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Keine Mehrheit für das Klimaschutzgesetz in Kappel am Albis: Mit 224 Nein-Stimmen zu 204 Ja-Stimmen oder 52,3 Prozent hat die Gemeinde die Vorlage verworfen. Damit hat die Ablehung in Kappel am Albis im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 57,9 Prozent.","La loi sur le climat n'a pas convaincu à Kappel am Albis. Les citoyens de la commune ont refusé le texte à 52,3 pour cent. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants de Kappel am Albis avaient alors dit non à 57,9 pour cent.","Da Kappel am Albis è arrivato un ""no"" alle urne per la legge sul clima. I cittadini hanno bocciato il testo con il 52,3 percento dei voti. Il rifiuto della legge sul clima è meno marcato a Kappel am Albis rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 57,9 percento."
7,59.6,59.6,40.4,"Knonau ZH","Knonau (ZH)","Knonau ZH","Ja zum Klimaschutzgesetz in Knonau: Mit 59,6 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Damit hat in Knonau seit der letzten umweltpolitischen Abstimmung über das CO2-Gesetz vor rund zwei Jahren ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 51,9 Prozent ein Nein in die Urne gelegt.","Knonau dit oui à 59,6 pour cent à la modification de la loi sur le climat. Avec ce résultat, Knonau bascule dans le camp du oui. La commune avait rejeté la loi CO2 le 13 juin 2021 avec 51,9 pour cent des voix.","Sì alla legge sul clima nel comune di Knonau: i cittadini hanno approvato il testo con il 59,6 percento dei voti. Con questo risultato, Knonau ha cambiato opinione sulla tematica: nel 2021 aveva respinto la legge sul CO2 con il 51,9 percento."
8,48.7,48.7,51.3,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","In Maschwanden hat die Stimmbevölkerung das Klimaschutzgesetz abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 51,3 Prozent verworfen. Damit hat die Ablehung in Maschwanden im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 55,6 Prozent.","La population de Maschwanden rejette à 51,3 pour cent des voix la loi sur le climat. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants de Maschwanden avaient alors dit non à 55,6 pour cent.","Con il 51,3 percento di ""no"", i cittadini del comune di Maschwanden hanno respinto la legge sul clima. Il rifiuto della legge sul clima è meno marcato a Maschwanden rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 55,6 percento."
9,55.5,55.5,44.5,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Die Gemeinde Mettmenstetten hat das Klimaschutzgesetz mit 55,5 Prozent angenommen. Im Vergleich zur Abstimmung über das CO2Gesetz vor rund zwei Jahren hat in Mettmenstetten die Zustimmung noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 51 Prozent.","A Mettmenstetten, les habitants disent oui à  55,5 pour cent à la modification de la loi sur le climat. Le soutien à la protection du climat a augmenté à Mettmenstetten depuis la précédente votation portant sur la loi CO2. Lors de cette votation le 13 juin 2021, il était de 51 pour cent.","Nel comune di Mettmenstetten la legge sul clima è stata approvata con il 55,5 percento dei voti. Il sostegno alla protezione del clima è aumentato a Mettmenstetten dalla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 51 percento."
10,53.8,53.8,46.2,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Die Gemeinde Obfelden hat das Klimaschutzgesetz mit 53,8 Prozent angenommen. Damit hat in Obfelden seit der letzten umweltpolitischen Abstimmung über das CO2-Gesetz vor rund zwei Jahren ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 55,6 Prozent ein Nein in die Urne gelegt.","A Obfelden, les habitants disent oui à  53,8 pour cent à la modification de la loi sur le climat. Avec ce résultat, Obfelden bascule dans le camp du oui. La commune avait rejeté la loi CO2 le 13 juin 2021 avec 55,6 pour cent des voix.","Nel comune di Obfelden la legge sul clima è stata approvata con il 53,8 percento dei voti. Con questo risultato, Obfelden ha cambiato opinione sulla tematica: nel 2021 aveva respinto la legge sul CO2 con il 55,6 percento."
