"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
2701,50,0,0,"Basel BS","Bâle (BS)","Basilea BS","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2702,50,0,0,"Bettingen BS","Bettingen (BS)","Bettingen BS","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2703,50,0,0,"Riehen BS","Riehen (BS)","Riehen BS","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2761,54.2,54.2,45.8,"Aesch BL","Aesch (BL)","Aesch BL","Ja zum Klimaschutzgesetz in Aesch BL. Die Gemeinde hat die Vorlage mit 54,2 Prozent der Stimmen angenommen. Damit hat in Aesch BL seit der letzten umweltpolitischen Abstimmung über das CO2-Gesetz vor rund zwei Jahren ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 57,2 Prozent ein Nein in die Urne gelegt.","La loi sur le climat passe la rampe avec 54,2 pour cent de oui à Aesch (BL). Avec ce résultat, Aesch (BL) bascule dans le camp du oui. La commune avait rejeté la loi CO2 le 13 juin 2021 avec 57,2 pour cent des voix.","Da Aesch BL è arrivato un ""sì"" alle urne per la legge sul clima. I cittadini hanno accolto il testo con il 54,2 percento dei voti. Con questo risultato, Aesch BL ha cambiato opinione sulla tematica: nel 2021 aveva respinto la legge sul CO2 con il 57,2 percento."
2762,50,0,0,"Allschwil BL","Allschwil (BL)","Allschwil BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2763,65.9,65.9,34.1,"Arlesheim BL","Arlesheim (BL)","Arlesheim BL","Die Gemeinde Arlesheim hat das Klimaschutzgesetz mit 65,9 Prozent angenommen. Im Vergleich zur Abstimmung über das CO2Gesetz vor rund zwei Jahren hat in Arlesheim die Zustimmung noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 59,7 Prozent.","A Arlesheim, les habitants disent oui à  65,9 pour cent à la modification de la loi sur le climat. Le soutien à la protection du climat a augmenté à Arlesheim depuis la précédente votation portant sur la loi CO2. Lors de cette votation le 13 juin 2021, il était de 59,7 pour cent.","Nel comune di Arlesheim la legge sul clima è stata approvata con il 65,9 percento dei voti. Il sostegno alla protezione del clima è aumentato a Arlesheim dalla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 59,7 percento."
2764,64.3,64.3,35.7,"Biel-Benken BL","Biel-Benken (BL)","Biel-Benken BL","64,3 Prozent der Stimmbürgerinnen und Stimmbürger von Biel-Benken haben das Klimaschutzgesetz angenommen. Im Vergleich zur Abstimmung über das CO2Gesetz vor rund zwei Jahren hat in Biel-Benken die Zustimmung noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 51,5 Prozent.","Les habitants de Biel-Benken soutiennent à 64,3 pour cent la modification de la loi sur le climat. Le soutien à la protection du climat a augmenté à Biel-Benken depuis la précédente votation portant sur la loi CO2. Lors de cette votation le 13 juin 2021, il était de 51,5 pour cent.","A Biel-Benken i cittadini hanno accolto, con il 64,3 percento dei voti, la legge sul clima. Il sostegno alla protezione del clima è aumentato a Biel-Benken dalla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 51,5 percento."
2765,50,0,0,"Binningen BL","Binningen (BL)","Binningen BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2766,50,0,0,"Birsfelden BL","Birsfelden (BL)","Birsfelden BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2767,50,0,0,"Bottmingen BL","Bottmingen (BL)","Bottmingen BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2768,52.6,52.6,47.4,"Ettingen BL","Ettingen (BL)","Ettingen BL","In Ettingen hat die Stimmbevölkerung dem Klimaschutzgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 52,6 Prozent angenommen. Damit hat in Ettingen seit der letzten umweltpolitischen Abstimmung über das CO2-Gesetz vor rund zwei Jahren ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 53,1 Prozent ein Nein in die Urne gelegt.","La loi sur le climat est approuvée à Ettingen par 52,6 pour cent des votants. Avec ce résultat, Ettingen bascule dans le camp du oui. La commune avait rejeté la loi CO2 le 13 juin 2021 avec 53,1 pour cent des voix.","I cittadini di Ettingen si sono espressi a favore della legge sul clima. Il testo è stato approvato con il 52,6 percento dei voti. Con questo risultato, Ettingen ha cambiato opinione sulla tematica: nel 2021 aveva respinto la legge sul CO2 con il 53,1 percento."
2769,64,64,36,"Münchenstein BL","Münchenstein (BL)","Münchenstein BL","Die Gemeinde Münchenstein hat das Klimaschutzgesetz mit 64 Prozent angenommen. Im Vergleich zur Abstimmung über das CO2Gesetz vor rund zwei Jahren hat in Münchenstein die Zustimmung noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 53,7 Prozent.","A Münchenstein, les habitants disent oui à  64 pour cent à la modification de la loi sur le climat. Le soutien à la protection du climat a augmenté à Münchenstein depuis la précédente votation portant sur la loi CO2. Lors de cette votation le 13 juin 2021, il était de 53,7 pour cent.","Nel comune di Münchenstein la legge sul clima è stata approvata con il 64 percento dei voti. Il sostegno alla protezione del clima è aumentato a Münchenstein dalla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 53,7 percento."
2770,50,0,0,"Muttenz BL","Muttenz (BL)","Muttenz BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2771,50,0,0,"Oberwil BL","Oberwil (BL)","Oberwil BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2772,55.1,55.1,44.9,"Pfeffingen BL","Pfeffingen (BL)","Pfeffingen BL","55,1 Prozent der Abstimmenden in der Gemeinde Pfeffingen haben Ja gesagt zum Klimaschutzgesetz. Damit hat in Pfeffingen seit der letzten umweltpolitischen Abstimmung über das CO2-Gesetz vor rund zwei Jahren ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 60,5 Prozent ein Nein in die Urne gelegt.","Les habitants de Pfeffingen acceptent avec 55,1 pour cent de oui la modification de la loi sur le climat. Avec ce résultat, Pfeffingen bascule dans le camp du oui. La commune avait rejeté la loi CO2 le 13 juin 2021 avec 60,5 pour cent des voix.","Con il 55,1 percento di ""sì"", i cittadini del comune di Pfeffingen hanno accolto la legge sul clima. Con questo risultato, Pfeffingen ha cambiato opinione sulla tematica: nel 2021 aveva respinto la legge sul CO2 con il 60,5 percento."
2773,59.1,59.1,40.9,"Reinach BL","Reinach (BL)","Reinach BL","Die Gemeinde Reinach BL hat das Klimaschutzgesetz mit 59,1 Prozent Ja-Stimmen angenommen. Damit hat in Reinach BL seit der letzten umweltpolitischen Abstimmung über das CO2-Gesetz vor rund zwei Jahren ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 52,6 Prozent ein Nein in die Urne gelegt.","La population de Reinach (BL) approuve à 59,1 pour cent la loi sur le climat. Avec ce résultat, Reinach (BL) bascule dans le camp du oui. La commune avait rejeté la loi CO2 le 13 juin 2021 avec 52,6 pour cent des voix.","Nel comune di Reinach BL la legge sul clima è stata accettata con il 59,1 percento dei voti. Con questo risultato, Reinach BL ha cambiato opinione sulla tematica: nel 2021 aveva respinto la legge sul CO2 con il 52,6 percento."
2774,57.2,57.2,42.8,"Schönenbuch BL","Schönenbuch (BL)","Schönenbuch BL","In Schönenbuch hat die Stimmbevölkerung dem Klimaschutzgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 57,2 Prozent angenommen. Damit hat in Schönenbuch seit der letzten umweltpolitischen Abstimmung über das CO2-Gesetz vor rund zwei Jahren ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 54,2 Prozent ein Nein in die Urne gelegt.","La loi sur le climat est approuvée à Schönenbuch par 57,2 pour cent des votants. Avec ce résultat, Schönenbuch bascule dans le camp du oui. La commune avait rejeté la loi CO2 le 13 juin 2021 avec 54,2 pour cent des voix.","I cittadini di Schönenbuch si sono espressi a favore della legge sul clima. Il testo è stato approvato con il 57,2 percento dei voti. Con questo risultato, Schönenbuch ha cambiato opinione sulla tematica: nel 2021 aveva respinto la legge sul CO2 con il 54,2 percento."
2775,61.3,61.3,38.7,"Therwil BL","Therwil (BL)","Therwil BL","Ja zum Klimaschutzgesetz in Therwil: Mit 61,3 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Damit hat in Therwil seit der letzten umweltpolitischen Abstimmung über das CO2-Gesetz vor rund zwei Jahren ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 51,1 Prozent ein Nein in die Urne gelegt.","Therwil dit oui à 61,3 pour cent à la modification de la loi sur le climat. Avec ce résultat, Therwil bascule dans le camp du oui. La commune avait rejeté la loi CO2 le 13 juin 2021 avec 51,1 pour cent des voix.","Sì alla legge sul clima nel comune di Therwil: i cittadini hanno approvato il testo con il 61,3 percento dei voti. Con questo risultato, Therwil ha cambiato opinione sulla tematica: nel 2021 aveva respinto la legge sul CO2 con il 51,1 percento."
2781,45.3,45.3,54.7,"Blauen BL","Blauen (BL)","Blauen BL","Nein zum Klimaschutzgesetz in Blauen. Die Gemeinde hat die Vorlage mit 54,7 Prozent abgelehnt. Damit hat die Ablehung in Blauen im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 61,8 Prozent.","A Blauen, les citoyens rejettent à 54,7 pour cent la loi sur le climat. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants de Blauen avaient alors dit non à 61,8 pour cent.","I cittadini di Blauen si sono espressi contro la legge sul clima. Il testo è stato respinto con il 54,7 percento dei voti. Il rifiuto della legge sul clima è meno marcato a Blauen rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 61,8 percento."
