"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
301,78.9,78.9,21.1,"Aarberg BE","Aarberg (BE)","Aarberg BE","Die Umsetzung der OECD-Mindeststeuer ist in Aarberg mit 78,9 Prozent der Stimmen angenommen worden. Aarberg hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","La réforme de l'imposition minimale de l'OCDE est approuvée à Aarberg par 78,9 pour cent des votants. Les habitants d'Aarberg ont approuvé le texte, tout comme le canton.","I cittadini di Aarberg si sono espressi a favore dell'imposizione minima OCSE/G20. Il testo è stato approvato con il 78,9 percento dei voti. Il comune di Aarberg approvando il testo si è espresso come il suo cantone."
302,78.1,78.1,21.9,"Bargen BE","Bargen (BE)","Bargen BE BE","Ja zur Umsetzung der OECD-Mindeststeuer in Bargen BE. Die Gemeinde hat Vorlage mit 78,1 Prozent der Stimmen angenommen. Bargen BE hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Les habitants de Bargen (BE) soutiennent à 78,1 pour cent la modification de la réforme de l'imposition minimale de l'OCDE . Les habitants de Bargen (BE) ont approuvé le texte, tout comme le canton.","A Bargen BE i cittadini hanno accolto, con il 78,1 percento dei voti, l'imposizione minima OCSE/G20. Il comune di Bargen BE approvando il testo si è espresso come il suo cantone."
303,79.1,79.1,20.9,"Grossaffoltern BE","Grossaffoltern (BE)","Grossaffoltern BE","79,1 Prozent der Stimmbürgerinnen und Stimmbürger von Grossaffoltern haben sich für die Umsetzung der OECD-Mindeststeuer ausgesprochen. Grossaffoltern hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","A Grossaffoltern, les habitants disent oui à  79,1 pour cent à la modification de la réforme de l'imposition minimale de l'OCDE . Les habitants de Grossaffoltern ont approuvé le texte, tout comme le canton.","Nel comune di Grossaffoltern l'imposizione minima OCSE/G20 è stata approvata con il 79,1 percento dei voti. Il comune di Grossaffoltern approvando il testo si è espresso come il suo cantone."
304,78.3,78.3,21.7,"Kallnach BE","Kallnach (BE)","Kallnach BE","78,3 Prozent der Stimmbürgerinnen und Stimmbürger in Kallnach haben Ja gesagt zur Umsetzung der OECD-Mindeststeuer. Kallnach hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Les habitants de Kallnach acceptent avec 78,3 pour cent de oui la réforme de l'imposition minimale de l'OCDE . Les habitants de Kallnach ont approuvé le texte, tout comme le canton.","Con il 78,3 percento di ""sì"", i cittadini del comune di Kallnach hanno accolto l'imposizione minima OCSE/G20. Il comune di Kallnach approvando il testo si è espresso come il suo cantone."
305,72.5,72.5,27.5,"Kappelen BE","Kappelen (BE)","Kappelen BE","Ja zur Umsetzung der OECD-Mindeststeuer in Kappelen. Die Gemeinde hat Vorlage mit 72,5 Prozent der Stimmen angenommen. Kappelen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Les habitants de Kappelen soutiennent à 72,5 pour cent la modification de la réforme de l'imposition minimale de l'OCDE . Les habitants de Kappelen ont approuvé le texte, tout comme le canton.","A Kappelen i cittadini hanno accolto, con il 72,5 percento dei voti, l'imposizione minima OCSE/G20. Il comune di Kappelen approvando il testo si è espresso come il suo cantone."
306,78.3,78.3,21.7,"Lyss BE","Lyss (BE)","Lyss BE","Mit 78,3 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Lyss für die Umsetzung der OECD-Mindeststeuer gestimmt. Lyss hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","La population de Lyss approuve à 78,3 pour cent la réforme de l'imposition minimale de l'OCDE . Les habitants de Lyss ont approuvé le texte, tout comme le canton.","Nel comune di Lyss l’imposizione minima OCSE/G20 è stata accettata con il 78,3 percento dei voti. Il comune di Lyss approvando il testo si è espresso come il suo cantone."
307,76.6,76.6,23.4,"Meikirch BE","Meikirch (BE)","Meikirch BE","Mit 830 Ja zu 253 Nein hat sich Meikirch für die Umsetzung der OECD-Mindeststeuer ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 76,6 Prozent. Meikirch hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Meikirch dit oui à 76,6 pour cent à la modification de la réforme de l'imposition minimale de l'OCDE . Les habitants de Meikirch ont approuvé le texte, tout comme le canton.","Sì all’imposizione minima OCSE/G20 nel comune di Meikirch: i cittadini hanno approvato il testo con il 76,6 percento dei voti. Il comune di Meikirch approvando il testo si è espresso come il suo cantone."
309,73.5,73.5,26.5,"Radelfingen BE","Radelfingen (BE)","Radelfingen BE","Die Umsetzung der OECD-Mindeststeuer ist in Radelfingen mit 73,5 Prozent der Stimmen angenommen worden. Radelfingen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","La réforme de l'imposition minimale de l'OCDE est approuvée à Radelfingen par 73,5 pour cent des votants. Les habitants de Radelfingen ont approuvé le texte, tout comme le canton.","I cittadini di Radelfingen si sono espressi a favore dell'imposizione minima OCSE/G20. Il testo è stato approvato con il 73,5 percento dei voti. Il comune di Radelfingen approvando il testo si è espresso come il suo cantone."
310,75.1,75.1,24.9,"Rapperswil BE","Rapperswil (BE)","Rapperswil BE BE","Mit 75,1 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Rapperswil BE für die Umsetzung der OECD-Mindeststeuer gestimmt. Rapperswil BE hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","La population de Rapperswil (BE) approuve à 75,1 pour cent la réforme de l'imposition minimale de l'OCDE . Les habitants de Rapperswil (BE) ont approuvé le texte, tout comme le canton.","Nel comune di Rapperswil BE l’imposizione minima OCSE/G20 è stata accettata con il 75,1 percento dei voti. Il comune di Rapperswil BE approvando il testo si è espresso come il suo cantone."
311,75.2,75.2,24.8,"Schüpfen BE","Schüpfen (BE)","Schüpfen BE","75,2 Prozent der Stimmbürgerinnen und Stimmbürger von Schüpfen haben sich für die Umsetzung der OECD-Mindeststeuer ausgesprochen. Schüpfen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","A Schüpfen, les habitants disent oui à  75,2 pour cent à la modification de la réforme de l'imposition minimale de l'OCDE . Les habitants de Schüpfen ont approuvé le texte, tout comme le canton.","Nel comune di Schüpfen l'imposizione minima OCSE/G20 è stata approvata con il 75,2 percento dei voti. Il comune di Schüpfen approvando il testo si è espresso come il suo cantone."
