"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
301,70.2,70.2,29.8,"Aarberg BE","Aarberg (BE)","Aarberg BE","Mit 70,2 Prozent Ja hat sich Aarberg für die Verfassungsänderung für Anpassungen bei den Schuldenbremsen ausgesprochen.","Les habitants d'Aarberg approuvent avec 70,2 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
302,66.1,66.1,33.9,"Bargen BE","Bargen (BE)","Bargen BE BE","66,1 Prozent der Stimmbürgerinnen und Stimmbürger von Bargen BE haben der Verfassungsänderung für Anpassungen bei den Schuldenbremsen zugestimmt.","A Bargen (BE), les habitants disent oui à 66,1 pour cent à une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
303,67,67,33,"Grossaffoltern BE","Grossaffoltern (BE)","Grossaffoltern BE","67 Prozent der Stimmbürgerinnen und Stimmbürger von Grossaffoltern haben der Verfassungsänderung für Anpassungen bei den Schuldenbremsen zugestimmt.","A Grossaffoltern, les habitants disent oui à 67 pour cent à une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
304,63.7,63.7,36.3,"Kallnach BE","Kallnach (BE)","Kallnach BE","Kallnach hat die Verfassungsänderung für Anpassungen bei den Schuldenbremsen mit 63,7 Prozent angenommen.","Les habitants de Kallnach acceptent avec 63,7 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
305,59.4,59.4,40.6,"Kappelen BE","Kappelen (BE)","Kappelen BE","59,4 Prozent der Stimmbürgerinnen und Stimmbürger von Kappelen haben der Verfassungsänderung für Anpassungen bei den Schuldenbremsen zugestimmt.","A Kappelen, les habitants disent oui à 59,4 pour cent à une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
306,68.5,68.5,31.5,"Lyss BE","Lyss (BE)","Lyss BE","Lyss hat die Verfassungsänderung für Anpassungen bei den Schuldenbremsen mit 68,5 Prozent angenommen.","Les habitants de Lyss acceptent avec 68,5 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
307,50,0,0,"Meikirch BE","Meikirch (BE)","Meikirch BE","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
309,64.5,64.5,35.5,"Radelfingen BE","Radelfingen (BE)","Radelfingen BE","Radelfingen hat die Verfassungsänderung für Anpassungen bei den Schuldenbremsen mit 64,5 Prozent angenommen.","Les habitants de Radelfingen acceptent avec 64,5 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
310,64.1,64.1,35.9,"Rapperswil BE","Rapperswil (BE)","Rapperswil BE BE","Rapperswil BE hat die Verfassungsänderung für Anpassungen bei den Schuldenbremsen mit 64,1 Prozent angenommen.","Les habitants de Rapperswil (BE) acceptent avec 64,1 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
311,69,69,31,"Schüpfen BE","Schüpfen (BE)","Schüpfen BE","69 Prozent der Stimmbürgerinnen und Stimmbürger von Schüpfen haben der Verfassungsänderung für Anpassungen bei den Schuldenbremsen zugestimmt.","A Schüpfen, les habitants disent oui à 69 pour cent à une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
312,62.6,62.6,37.4,"Seedorf BE","Seedorf (BE)","Seedorf BE BE","Mit 62,6 Prozent Ja hat sich Seedorf BE für die Verfassungsänderung für Anpassungen bei den Schuldenbremsen ausgesprochen.","Les habitants de Seedorf (BE) approuvent avec 62,6 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
321,67,67,33,"Aarwangen BE","Aarwangen (BE)","Aarwangen BE","Mit 67 Prozent Ja hat sich Aarwangen für die Verfassungsänderung für Anpassungen bei den Schuldenbremsen ausgesprochen.","Les habitants d'Aarwangen approuvent avec 67 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
322,54.1,54.1,45.9,"Auswil BE","Auswil (BE)","Auswil BE","Auswil hat die Verfassungsänderung für Anpassungen bei den Schuldenbremsen mit 54,1 Prozent angenommen.","Les habitants d'Auswil acceptent avec 54,1 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
323,60.5,60.5,39.5,"Bannwil BE","Bannwil (BE)","Bannwil BE","Mit 60,5 Prozent Ja hat sich Bannwil für die Verfassungsänderung für Anpassungen bei den Schuldenbremsen ausgesprochen.","Les habitants de Bannwil approuvent avec 60,5 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
324,69.7,69.7,30.3,"Bleienbach BE","Bleienbach (BE)","Bleienbach BE","Mit 69,7 Prozent Ja hat sich Bleienbach für die Verfassungsänderung für Anpassungen bei den Schuldenbremsen ausgesprochen.","Les habitants de Bleienbach approuvent avec 69,7 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
325,61.3,61.3,38.7,"Busswil bei Melchnau BE","Busswil bei Melchnau (BE)","Busswil bei Melchnau BE","Die Verfassungsänderung über die Anpassungen bei den Schuldenbremsen ist in Busswil bei Melchnau angenommen worden: 46 Stimmberechtigte stimmten dafür, 29 lehnten sie ab.","La modification du frein à l'endettement passe la rampe à Busswil bei Melchnau. Les électeurs de cette petite commune sont 46 à approuver le texte. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
326,55.5,55.5,44.5,"Gondiswil BE","Gondiswil (BE)","Gondiswil BE","Gondiswil hat die Verfassungsänderung für Anpassungen bei den Schuldenbremsen mit 55,5 Prozent angenommen.","Les habitants de Gondiswil acceptent avec 55,5 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
329,69.2,69.2,30.8,"Langenthal BE","Langenthal (BE)","Langenthal BE","69,2 Prozent der Stimmbürgerinnen und Stimmbürger von Langenthal haben der Verfassungsänderung für Anpassungen bei den Schuldenbremsen zugestimmt.","A Langenthal, les habitants disent oui à 69,2 pour cent à une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
331,65.7,65.7,34.3,"Lotzwil BE","Lotzwil (BE)","Lotzwil BE","Mit 65,7 Prozent Ja hat sich Lotzwil für die Verfassungsänderung für Anpassungen bei den Schuldenbremsen ausgesprochen.","Les habitants de Lotzwil approuvent avec 65,7 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
332,60.2,60.2,39.8,"Madiswil BE","Madiswil (BE)","Madiswil BE","60,2 Prozent der Stimmbürgerinnen und Stimmbürger von Madiswil haben der Verfassungsänderung für Anpassungen bei den Schuldenbremsen zugestimmt.","A Madiswil, les habitants disent oui à 60,2 pour cent à une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
333,62,62,38,"Melchnau BE","Melchnau (BE)","Melchnau BE","Mit 62 Prozent Ja hat sich Melchnau für die Verfassungsänderung für Anpassungen bei den Schuldenbremsen ausgesprochen.","Les habitants de Melchnau approuvent avec 62 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
335,60.3,60.3,39.7,"Oeschenbach BE","Oeschenbach (BE)","Oeschenbach BE","Die Verfassungsänderung über die Anpassungen bei den Schuldenbremsen ist in Oeschenbach angenommen worden: 38 Stimmberechtigte stimmten dafür, 25 lehnten sie ab.","La modification du frein à l'endettement passe la rampe à Oeschenbach. Les électeurs de cette petite commune sont 38 à approuver le texte. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
336,39.4,39.4,60.6,"Reisiswil BE","Reisiswil (BE)","Reisiswil BE","Die Verfassungsänderung für Anpassungen bei den Schuldenbremsen ist in Reisiswil mit 40 zu 26 Stimmen abgelehnt worden.","La modification du frein à l'endettement ne passe pas la rampe à Reisiswil. Les électeurs de cette petite commune sont 40 à refuser le texte. La nouvelle disposition doit permettre au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
337,64.7,64.7,35.3,"Roggwil BE","Roggwil (BE)","Roggwil BE","64,7 Prozent der Stimmbürgerinnen und Stimmbürger von Roggwil BE haben der Verfassungsänderung für Anpassungen bei den Schuldenbremsen zugestimmt.","A Roggwil (BE), les habitants disent oui à 64,7 pour cent à une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
338,62.2,62.2,37.8,"Rohrbach BE","Rohrbach (BE)","Rohrbach BE","Mit 62,2 Prozent Ja hat sich Rohrbach für die Verfassungsänderung für Anpassungen bei den Schuldenbremsen ausgesprochen.","Les habitants de Rohrbach approuvent avec 62,2 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
339,54.5,54.5,45.5,"Rohrbachgraben BE","Rohrbachgraben (BE)","Rohrbachgraben BE","Mit 54,5 Prozent Ja hat sich Rohrbachgraben für die Verfassungsänderung für Anpassungen bei den Schuldenbremsen ausgesprochen.","Les habitants de Rohrbachgraben approuvent avec 54,5 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
340,55,55,45,"Rütschelen BE","Rütschelen (BE)","Rütschelen BE","55 Prozent der Stimmbürgerinnen und Stimmbürger von Rütschelen haben der Verfassungsänderung für Anpassungen bei den Schuldenbremsen zugestimmt.","A Rütschelen, les habitants disent oui à 55 pour cent à une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
341,68.6,68.6,31.4,"Schwarzhäusern BE","Schwarzhäusern (BE)","Schwarzhäusern BE","Schwarzhäusern hat die Verfassungsänderung für Anpassungen bei den Schuldenbremsen mit 68,6 Prozent angenommen.","Les habitants de Schwarzhäusern acceptent avec 68,6 pour cent de oui une modification du frein à l'endettement. La nouvelle disposition permettra au canton d'attribuer au financement des investissements des excédents dégagés au cours des années précédentes.",
