"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1001,37.7,37.7,62.3,"Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","Nein zum Klimaschutzgesetz in Doppleschwand: Mit 157 Nein- zu 95 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 62,3 Prozent. Damit hat die Ablehung in Doppleschwand im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 74 Prozent.","C'est non à la loi sur le climat à Doppleschwand. Les habitants ont refusé le texte à 62,3 pour cent. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants de Doppleschwand avaient alors dit non à 74 pour cent.","A Doppleschwand i cittadini hanno respinto, con il 62,3 percento dei voti, la legge sul clima. Il rifiuto della legge sul clima è meno marcato a Doppleschwand rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 74 percento."
1002,40.7,40.7,59.3,"Entlebuch LU","Entlebuch (LU)","Entlebuch LU","In Entlebuch hat die Stimmbevölkerung das Klimaschutzgesetz abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 59,3 Prozent verworfen. Damit hat die Ablehung in Entlebuch im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 72,8 Prozent.","La population d'Entlebuch rejette à 59,3 pour cent des voix la loi sur le climat. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants d'Entlebuch avaient alors dit non à 72,8 pour cent.","Con il 59,3 percento di ""no"", i cittadini del comune di Entlebuch hanno respinto la legge sul clima. Il rifiuto della legge sul clima è meno marcato a Entlebuch rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 72,8 percento."
1004,38.7,38.7,61.3,"Flühli LU","Flühli (LU)","Flühli LU","Nein zum Klimaschutzgesetz in Flühli. Die Gemeinde hat die Vorlage mit 61,3 Prozent abgelehnt. Damit hat die Ablehung in Flühli im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 73,7 Prozent.","A Flühli, les citoyens rejettent à 61,3 pour cent la loi sur le climat. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants de Flühli avaient alors dit non à 73,7 pour cent.","I cittadini di Flühli si sono espressi contro la legge sul clima. Il testo è stato respinto con il 61,3 percento dei voti. Il rifiuto della legge sul clima è meno marcato a Flühli rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 73,7 percento."
1005,32.9,32.9,67.1,"Hasle LU","Hasle (LU)","Hasle LU","67,1 Prozent der Stimmbürgerinnen und Stimmbürger von Hasle LU sagen Nein zum Klimaschutzgesetz. Damit hat die Ablehung in Hasle LU im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 81,9 Prozent.","Les habitants de Hasle (LU) s'opposent à la modification de la loi sur le climat par 67,1 pour cent des voix. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants de Hasle (LU) avaient alors dit non à 81,9 pour cent.","No alla legge sul clima nel comune di Hasle LU: i cittadini hanno bocciato il testo con il 67,1 percento dei voti. Il rifiuto della legge sul clima è meno marcato a Hasle LU rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 81,9 percento."
1007,44.6,44.6,55.4,"Romoos LU","Romoos (LU)","Romoos LU","Nein zum Klimaschutzgesetz in Romoos. Die Gemeinde hat die Vorlage mit 55,4 Prozent abgelehnt. Damit hat die Ablehung in Romoos im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 75,9 Prozent.","A Romoos, les citoyens rejettent à 55,4 pour cent la loi sur le climat. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants de Romoos avaient alors dit non à 75,9 pour cent.","I cittadini di Romoos si sono espressi contro la legge sul clima. Il testo è stato respinto con il 55,4 percento dei voti. Il rifiuto della legge sul clima è meno marcato a Romoos rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 75,9 percento."
1008,48.9,48.9,51.1,"Schüpfheim LU","Schüpfheim (LU)","Schüpfheim LU","Schüpfheim hat das Klimaschutzgesetz mit 51,1 Prozent abgelehnt. Damit hat die Ablehung in Schüpfheim im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 65,3 Prozent.","La modification de la loi sur le climat n'a pas trouvé grâce aux yeux des citoyens de Schüpfheim. Ils ont refusé le texte à 51,1 pour cent. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants de Schüpfheim avaient alors dit non à 65,3 pour cent.","Nel comune di Schüpfheim la legge sul clima è stata respinta con il 51,1 percento dei voti. Il rifiuto della legge sul clima è meno marcato a Schüpfheim rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 65,3 percento."
1009,38.5,38.5,61.5,"Werthenstein LU","Werthenstein (LU)","Werthenstein LU","In Werthenstein hat die Stimmbevölkerung das Klimaschutzgesetz abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 61,5 Prozent verworfen. Damit hat die Ablehung in Werthenstein im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 70,2 Prozent.","La population de Werthenstein rejette à 61,5 pour cent des voix la loi sur le climat. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants de Werthenstein avaient alors dit non à 70,2 pour cent.","Con il 61,5 percento di ""no"", i cittadini del comune di Werthenstein hanno respinto la legge sul clima. Il rifiuto della legge sul clima è meno marcato a Werthenstein rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 70,2 percento."
1010,37.6,37.6,62.4,"Escholzmatt-Marbach LU","Escholzmatt-Marbach (LU)","Escholzmatt-Marbach LU","Escholzmatt-Marbach hat das Klimaschutzgesetz mit 62,4 Prozent abgelehnt. Damit hat die Ablehung in Escholzmatt-Marbach im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 76,5 Prozent.","La modification de la loi sur le climat n'a pas trouvé grâce aux yeux des citoyens d'Escholzmatt-Marbach. Ils ont refusé le texte à 62,4 pour cent. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants d'Escholzmatt-Marbach avaient alors dit non à 76,5 pour cent.","Nel comune di Escholzmatt-Marbach la legge sul clima è stata respinta con il 62,4 percento dei voti. Il rifiuto della legge sul clima è meno marcato a Escholzmatt-Marbach rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 76,5 percento."
1021,42.2,42.2,57.8,"Aesch LU","Aesch (LU)","Aesch LU","Aesch LU hat das Klimaschutzgesetz mit 57,8 Prozent abgelehnt. Damit hat die Ablehung in Aesch LU im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 61,5 Prozent.","La modification de la loi sur le climat n'a pas trouvé grâce aux yeux des citoyens d'Aesch (LU). Ils ont refusé le texte à 57,8 pour cent. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants d'Aesch (LU) avaient alors dit non à 61,5 pour cent.","Nel comune di Aesch LU la legge sul clima è stata respinta con il 57,8 percento dei voti. Il rifiuto della legge sul clima è meno marcato a Aesch LU rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 61,5 percento."
1023,43.6,43.6,56.4,"Ballwil LU","Ballwil (LU)","Ballwil LU","Ballwil hat das Klimaschutzgesetz mit 56,4 Prozent abgelehnt. Damit hat die Ablehung in Ballwil im Vergleich zur letzten umweltpolitischen Abstimmung über das CO2-Gesetz vom 13. Juni 2021 abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 60,4 Prozent.","La modification de la loi sur le climat n'a pas trouvé grâce aux yeux des citoyens de Ballwil. Ils ont refusé le texte à 56,4 pour cent. Le rejet de la loi est toutefois moins fort que celui de la loi sur le CO2 le 13 juin 2021. Les habitants de Ballwil avaient alors dit non à 60,4 pour cent.","Nel comune di Ballwil la legge sul clima è stata respinta con il 56,4 percento dei voti. Il rifiuto della legge sul clima è meno marcato a Ballwil rispetto alla votazione sulla legge CO2 del 13 giugno 2021, quando era stato del 60,4 percento."
