"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
6601,63,63,37,"Aire-la-Ville GE","Aire-la-Ville (GE)","Aire-la-Ville GE",,"Les habitants d'Aire-la-Ville ont approuvé avec 63 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6602,66,66,34,"Anières GE","Anières (GE)","Anières GE",,"Les habitants d'Anières ont approuvé avec 66 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6603,54.6,54.6,45.4,"Avully GE","Avully (GE)","Avully GE",,"Les habitants d'Avully acceptent avec 54,6 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6604,58.7,58.7,41.3,"Avusy GE","Avusy (GE)","Avusy GE",,"C'est oui à 58,7 pour cent à un congé parental de 24 semaines à Avusy. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6605,58.3,58.3,41.7,"Bardonnex GE","Bardonnex (GE)","Bardonnex GE",,"Les habitants de Bardonnex acceptent avec 58,3 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6606,62.2,62.2,37.8,"Bellevue GE","Bellevue (GE)","Bellevue GE",,"Les habitants de Bellevue acceptent avec 62,2 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6607,60.3,60.3,39.7,"Bernex GE","Bernex (GE)","Bernex GE",,"Les habitants de Bernex acceptent avec 60,3 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6608,55.2,55.2,44.8,"CarouGE","Carouge (GE)","CarouGE GE",,"Les habitants de Carouge (GE) ont approuvé avec 55,2 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6609,58.6,58.6,41.4,"Cartigny GE","Cartigny (GE)","Cartigny GE",,"C'est oui à 58,6 pour cent à un congé parental de 24 semaines à Cartigny. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6610,56.3,56.3,43.7,"Céligny GE","Céligny (GE)","Céligny GE",,"Les habitants de Céligny ont approuvé avec 56,3 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6611,52.8,52.8,47.2,"Chancy GE","Chancy (GE)","Chancy GE",,"Les habitants de Chancy ont approuvé avec 52,8 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6612,62.7,62.7,37.3,"Chêne-Bougeries GE","Chêne-Bougeries (GE)","Chêne-Bougeries GE",,"Les habitants de Chêne-Bougeries ont approuvé avec 62,7 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6613,57.1,57.1,42.9,"Chêne-Bourg GE","Chêne-Bourg (GE)","Chêne-Bourg GE",,"Les habitants de Chêne-Bourg ont approuvé avec 57,1 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6614,57.4,57.4,42.6,"Choulex GE","Choulex (GE)","Choulex GE",,"C'est oui à 57,4 pour cent à un congé parental de 24 semaines à Choulex. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6615,63.4,63.4,36.6,"Collex-Bossy GE","Collex-Bossy (GE)","Collex-Bossy GE",,"C'est oui à 63,4 pour cent à un congé parental de 24 semaines à Collex-Bossy. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6616,64.6,64.6,35.4,"Collonge-Bellerive GE","Collonge-Bellerive (GE)","Collonge-Bellerive GE",,"Les habitants de Collonge-Bellerive ont approuvé avec 64,6 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6617,64,64,36,"Cologny GE","Cologny (GE)","Cologny GE",,"C'est oui à 64 pour cent à un congé parental de 24 semaines à Cologny. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6618,58.6,58.6,41.4,"Confignon GE","Confignon (GE)","Confignon GE",,"Les habitants de Confignon acceptent avec 58,6 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6619,63.1,63.1,36.9,"Corsier GE","Corsier (GE)","Corsier GE",,"Les habitants de Corsier (GE) acceptent avec 63,1 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6620,58.4,58.4,41.6,"Dardagny GE","Dardagny (GE)","Dardagny GE",,"Les habitants de Dardagny acceptent avec 58,4 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
